name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
10025,2019-03-20,11.1,3.2,6.8,11.1,1.9,5.8,-3.6,50.7,0,0,0,,0,0,46.1,26.5,194.2,1027.9,4.2,15.8,235.9,20.3,8,,2019-03-20T06:59:34,2019-03-20T19:07:48,0.5,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-21,7.6,5.1,6.3,7.1,0.8,4.1,3.4,82.1,11.69,100,75,rain,0,0,40.1,24,53.4,1016.7,89.3,10.9,43.3,3.6,2,,2019-03-21T06:57:54,2019-03-21T19:08:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-22,9.3,4.5,6.6,6.4,1.1,3.3,1.7,73.6,24.61,100,54.17,rain,0,0,58.9,29.6,324.3,995.4,77.3,11.4,110.3,9.4,5,,2019-03-22T06:56:14,2019-03-22T19:09:56,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-23,8.8,1.7,4.8,5.5,-4.6,0.8,-7.8,42.5,0,0,0,,0,0,55.4,34,285.7,1009.9,34.1,16,215.6,18.7,9,,2019-03-23T06:54:35,2019-03-23T19:11:00,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-24,15.7,3.3,9.5,15.7,0.1,8.4,-10.4,24.4,0,0,0,,0,0,37.7,20.5,264.8,1019.8,7.9,16,222.6,19.1,8,,2019-03-24T06:52:55,2019-03-24T19:12:04,0.58,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-25,13.7,8.2,10.6,13.7,5.1,10.1,-3.8,36.9,0,0,0,,0,0,50,20.5,321,1017.3,90.4,16,66.8,5.9,3,,2019-03-25T06:51:15,2019-03-25T19:13:07,0.62,Overcast,Cloudy skies throughout the day.,cloudy,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-26,8.9,0.7,5.3,7.1,-3.6,2.3,-15.8,21.1,0,0,0,,0,0,35.3,19,12.8,1023.8,9.8,16,271,23.4,9,,2019-03-26T06:49:36,2019-03-26T19:14:11,0.67,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-27,7.1,1.1,3.9,6.7,-2.9,1.7,-10.9,34,0,0,0,,0,0,33.5,16,45.2,1032.3,4.4,16,245.3,21.2,8,,2019-03-27T06:47:56,2019-03-27T19:15:14,0.72,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-28,11.1,2.6,6.4,11.1,1.1,5.5,-2.2,54.8,0,0,0,,0,0,48.1,24,178.4,1028.5,12.7,16,241.3,20.8,9,,2019-03-28T06:46:17,2019-03-28T19:16:18,0.77,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-29,15,9.3,12.1,15,8.1,12,4.1,58,0,0,0,,0,0,,12.3,224.3,1019.8,83.8,16,60.5,5.3,3,,2019-03-29T06:44:37,2019-03-29T19:17:21,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-30,19.2,10.8,14.6,19.2,10.8,14.6,5.9,57.3,0,0,0,,0,0,50.1,28.9,157.4,1016,42.7,16,222,18.9,8,,2019-03-30T06:42:58,2019-03-30T19:18:24,0.86,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-03-31,17.5,5.6,11.5,17.5,0.8,10.4,4.6,63.3,1.67,100,20.83,rain,0,0,46.8,31.4,271.6,1007.5,50.4,14.8,64,5.6,2,,2019-03-31T06:41:19,2019-03-31T19:19:28,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-01,7.2,0.7,4.3,5.7,-4.1,1.1,-9.9,36.3,0,0,0,,0,0,49.3,26.4,293.6,1021.5,3.9,16,279.5,24.1,9,,2019-04-01T06:39:41,2019-04-01T19:20:31,0.94,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-02,9.9,3.6,6.5,9,2,5.2,-5.3,44.1,0,0,0,,0,0,40.7,20.4,117,1026.8,30.7,16,207.8,18,8,,2019-04-02T06:38:02,2019-04-02T19:21:34,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-03,19.3,5.1,11.8,19.3,1.7,10.7,-3.4,42.7,0,0,0,,0,0,60.6,29,292.3,1016,20.2,16,272.3,23.6,9,,2019-04-03T06:36:24,2019-04-03T19:22:37,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-04,15.4,7.1,10.7,15.4,3.3,9.7,-9.3,24,0,0,0,,0,0,49.8,34.2,308.2,1027.6,6.5,16,270,23.3,9,,2019-04-04T06:34:46,2019-04-04T19:23:40,1,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-05,8.2,3.8,4.7,6.2,0.7,2.3,-6.3,51.7,4.14,100,45.83,rain,0,0,,18,57.1,1030.3,67.3,14.5,68.1,5.9,3,,2019-04-05T06:33:09,2019-04-05T19:24:43,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-06,19.3,3.9,10.8,19.3,1.2,10.1,4.1,68,1.34,100,12.5,rain,0,0,31.7,24,334.4,1022.2,49.5,12,252.5,21.8,9,,2019-04-06T06:31:32,2019-04-06T19:25:46,0.01,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72502594741,KTEB,72505394728,KLGA,KNYC,F1417,72503014732"
10025,2019-04-07,18.3,10.6,14.4,18.3,10.6,14.4,4.2,51.1,0,0,0,,0,0,47.1,20.3,177.6,1022.9,11.8,16,231.7,19.9,8,,2019-04-07T06:29:55,2019-04-07T19:26:49,0.02,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-08,25.7,10.5,17.2,25.7,10.5,17.2,10.5,67.8,6.51,100,12.5,rain,0,0,42.5,24.7,291.5,1010.3,60.2,12.9,179.7,15.6,7,,2019-04-08T06:28:19,2019-04-08T19:27:52,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-09,10.1,7.7,8.7,10.1,5.9,7.7,6.4,85.4,0.77,100,4.17,rain,0,0,,20.5,73.3,1005.3,98.2,9.4,88.8,7.7,3,,2019-04-09T06:26:43,2019-04-09T19:28:55,0.08,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-10,14.9,7.8,11,14.9,5.8,10.4,-0.5,47.7,0,0,0,,0,0,46.4,27.1,309.2,1010,25.4,15.2,272.7,23.6,10,,2019-04-10T06:25:07,2019-04-10T19:29:58,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-11,11.5,4.4,7.7,11.5,1.9,6.6,-6.2,37.6,0,0,0,,0,0,28.1,13.3,38.2,1023.2,73.1,16,137.8,12,6,,2019-04-11T06:23:33,2019-04-11T19:31:01,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-12,19.8,7.7,12.4,19.8,6.1,11.8,4.5,60.8,12.66,100,20.83,rain,0,0,50.8,24,99.9,1023.1,78.4,14.3,165.7,14.3,8,,2019-04-12T06:21:59,2019-04-12T19:32:04,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-13,24.3,14.9,19.2,24.3,14.9,19.2,14.1,75,9.2,100,33.33,rain,0,0,33.5,25.9,197.8,1017.1,54.8,14.1,189,16.3,9,,2019-04-13T06:20:25,2019-04-13T19:33:07,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-14,21.9,15.5,18.6,21.9,15.5,18.6,14.5,77.6,0.28,100,8.33,rain,0,0,35.3,21.7,152.5,1010.6,58.8,13.8,158.3,13.8,8,,2019-04-14T06:18:52,2019-04-14T19:34:11,0.35,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-15,17,8.2,13.3,17,4.2,12.7,7.6,70.7,24.46,100,25,rain,0,0,62.5,36,256.3,998.1,72.8,13.5,128.2,11.1,4,,2019-04-15T06:17:20,2019-04-15T19:35:14,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72502594741,KTEB,72505394728,KLGA,KNYC,F1417,72503014732"
10025,2019-04-16,18.2,6.7,12,18.2,3.5,10.8,-5.7,30.9,0,0,0,,0,0,52.2,31.1,289.3,1014.7,22.4,16,274,23.7,9,,2019-04-16T06:15:48,2019-04-16T19:36:17,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-17,16.4,9.2,12.1,16.4,8.3,12,-0.6,44,0.32,100,8.33,rain,0,0,47.9,22.7,43.6,1020.5,59,16,245.4,21.1,9,,2019-04-17T06:14:17,2019-04-17T19:37:20,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-18,16.4,10.8,13.2,16.4,10.8,13.2,6.5,64.4,0,0,0,,0,0,35.3,21.7,127.5,1017.7,70.8,15.8,72.5,6,4,,2019-04-18T06:12:47,2019-04-18T19:38:23,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-19,25.9,14.3,19.1,25.9,14.3,19.1,14.2,74.2,0.57,100,4.17,rain,0,0,47.4,29.1,181.7,1008.7,47.6,15.4,172.7,15,7,,2019-04-19T06:11:18,2019-04-19T19:39:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-20,17.7,12.9,15.6,17.7,12.9,15.6,14,90.4,15.41,100,45.83,rain,0,0,55.4,29.1,168.5,1007.6,75.7,10.7,62.9,5.2,3,,2019-04-20T06:09:49,2019-04-20T19:40:29,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72502594741,KTEB,72505394728,KLGA,KNYC,F1417,72503014732"
10025,2019-04-21,17.8,11.8,14.2,17.8,11.8,14.2,9.1,72.6,0,0,0,,0,0,31.7,16.6,134.1,1015,57,16,200.9,17.5,8,,2019-04-21T06:08:21,2019-04-21T19:41:32,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-22,17.6,11.5,14,17.6,11.5,14,10.3,78.9,6.2,100,33.33,rain,0,0,35.3,15,10,1016.9,56.3,13.8,97.1,8.5,4,,2019-04-22T06:06:54,2019-04-22T19:42:36,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-23,24.2,13.3,17.7,24.2,13.3,17.7,10,62.8,0,0,0,,0,0,42.5,23.3,204.1,1013,34,16,261.4,22.7,9,,2019-04-23T06:05:28,2019-04-23T19:43:39,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-24,20,15.6,18.1,20,15.6,18.1,5.8,46.4,2.02,100,12.5,rain,0,0,48.1,26.5,296.8,1007.7,15.5,15.6,308.5,26.6,9,,2019-04-24T06:04:03,2019-04-24T19:44:42,0.64,Rain,Clear conditions throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-25,17.7,9.3,13,17.7,8.2,12.8,4.8,59,0.52,100,16.67,rain,0,0,29.5,12,72.1,1013.8,34.2,15.8,205.3,17.8,8,,2019-04-25T06:02:39,2019-04-25T19:45:45,0.69,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-26,15.2,11.1,12.2,15.2,11.1,12.2,10.6,90.1,23.13,100,58.33,rain,0,0,50,27.1,72.4,1003.4,88.6,10.2,47.5,4.1,2,,2019-04-26T06:01:16,2019-04-26T19:46:48,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-27,13.9,9.4,11.7,13.9,7.4,11.5,1.1,50.9,2.17,100,20.83,rain,0,0,59.2,37.1,291.3,1001.2,49,15.4,240.2,20.7,10,,2019-04-27T05:59:54,2019-04-27T19:47:51,0.78,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-28,11.6,8.4,9.7,11.6,7.4,9.4,2.8,62.5,0.27,100,4.17,rain,0,0,27.7,13.2,12.1,1016,63.1,16,82.1,7.1,5,,2019-04-28T05:58:33,2019-04-28T19:48:54,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-29,15.4,5.6,10,15.4,4.1,9.4,-1.5,47.2,0,0,0,,0,0,37.1,21.7,204.1,1027.4,21.2,16,239.2,20.8,9,,2019-04-29T05:57:13,2019-04-29T19:49:56,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-04-30,14.8,8.9,11.6,14.8,8.2,11.5,8.8,83.8,1.54,100,20.83,rain,0,0,,11.6,60.7,1023.8,85.6,11,125.4,10.8,6,,2019-04-30T05:55:55,2019-04-30T19:50:59,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-01,12.8,10,11.6,12.8,8.3,11.5,6.9,73.5,0.03,100,4.17,rain,0,0,33.5,16.6,106.2,1028.4,94.1,13.8,70.9,6.1,3,,2019-05-01T05:54:37,2019-05-01T19:52:02,0.95,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,D8219,F1417,72503014732"
10025,2019-05-02,24.5,9.9,14.8,24.5,9.9,14.8,10.9,79.1,0.25,100,4.17,rain,0,0,47.9,21.7,97.4,1020.3,67.6,9,250.8,21.6,9,,2019-05-02T05:53:21,2019-05-02T19:53:04,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-03,13.1,9.9,11.4,13.1,8.3,11.2,9.3,87.3,0.02,100,4.17,rain,0,0,,11.8,58.7,1019,98.5,9.6,68.4,5.9,2,,2019-05-03T05:52:05,2019-05-03T19:54:06,0.99,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-04,20.9,11.6,15,20.9,11.6,15,12.7,87,4.48,100,16.67,rain,0,0,35.3,9.5,49.8,1011.7,74.4,7.5,159.5,13.9,8,,2019-05-04T05:50:52,2019-05-04T19:55:08,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-05,14.3,10.6,12,14.3,10.6,12,11.3,95.2,31.11,100,87.5,rain,0,0,44.8,23.1,52.2,1009.9,97.3,7,35.7,2.8,1,,2019-05-05T05:49:39,2019-05-05T19:56:10,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-06,21.7,10.6,14.6,21.7,10.6,14.6,8.5,68.9,1.32,100,8.33,rain,0,0,45,33.1,58.5,1014.7,57.5,16,256.5,22.1,10,,2019-05-06T05:48:28,2019-05-06T19:57:12,0.01,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-07,20.4,11.6,15.7,20.4,11.6,15.7,10.2,70.5,2.72,100,16.67,rain,0,0,37.1,20.9,139.5,1020.6,60.8,15.1,279.3,23.9,9,,2019-05-07T05:47:18,2019-05-07T19:58:13,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-08,20.6,13.3,15.9,20.6,13.3,15.9,9.2,66.2,0,0,0,,0,0,,13.6,34.6,1022.6,43.7,15.2,280.1,24.3,9,,2019-05-08T05:46:09,2019-05-08T19:59:14,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-09,15.6,11.6,13.1,15.6,11.6,13.1,6.1,63.8,0,0,0,,0,0,38.9,24.5,85.3,1025.7,78.9,16,120.5,10.3,5,,2019-05-09T05:45:02,2019-05-09T20:00:15,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-10,23,13.4,17.7,23,13.4,17.7,13.4,76.4,0.97,100,8.33,rain,0,0,35.3,19.8,133.1,1017.1,73.8,15.2,116.8,10.2,6,,2019-05-10T05:43:56,2019-05-10T20:01:16,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-11,20.7,13.4,17.2,20.7,13.4,17.2,7.9,57.8,1.17,100,12.5,rain,0,0,37.1,15.9,319.1,1015.5,49.7,16,303.3,26.2,10,,2019-05-11T05:42:52,2019-05-11T20:02:16,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-12,14.5,6.7,9.2,14.5,4.1,7.3,7.6,89.6,32.77,100,87.5,rain,0,0,47.9,23.9,57.6,1013.7,95.8,8,34.1,3,1,,2019-05-12T05:41:49,2019-05-12T20:03:16,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-13,8.9,5.7,7.6,8.9,2.5,5.7,6.5,92.8,20.33,100,66.67,rain,0,0,47.9,17.6,54.2,1011.1,97.4,10.7,32.5,2.9,1,,2019-05-13T05:40:48,2019-05-13T20:04:15,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-14,10.5,6.7,8.4,10.5,5.2,7.6,6.5,88.2,6.29,100,33.33,rain,0,0,,10.4,27.2,1009.7,96.5,12,73.9,6.5,3,,2019-05-14T05:39:48,2019-05-14T20:05:14,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-15,20.6,6.9,13.5,20.6,5.9,13.2,5.6,62.8,1.27,100,8.33,rain,0,0,38.9,19.1,309.2,1010.2,60.1,15.7,297.3,25.7,10,,2019-05-15T05:38:50,2019-05-15T20:06:13,0.43,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-16,22.8,11.9,17.3,22.8,11.9,17.3,7.2,56.1,1.56,100,20.83,rain,0,0,33.5,11,314.8,1010.6,50.4,15.6,301.6,26.1,9,,2019-05-16T05:37:54,2019-05-16T20:07:10,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-17,24.5,16.1,20.3,24.5,16.1,20.3,12,59.3,0.97,100,12.5,rain,0,0,40.7,20.3,233.9,1008.5,47.4,15.9,160.5,14,6,,2019-05-17T05:36:59,2019-05-17T20:08:08,0.49,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-18,23.7,13.5,18.1,23.7,13.5,18.1,6.9,49.8,0,0,0,,0,0,,18.4,299.4,1014.3,11.8,16,314.9,27.2,10,,2019-05-18T05:36:06,2019-05-18T20:09:05,0.5,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-19,24,15.7,20,24,15.7,20,14.2,69.2,0,0,0,,0,0,49.9,22.1,171,1016.3,26.2,15.9,286.2,24.7,9,,2019-05-19T05:35:14,2019-05-19T20:10:01,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-20,29.6,18.8,24.6,29.7,18.8,24.6,16.4,64.4,1.67,100,16.67,rain,0,0,52.1,37.4,254.2,1008.8,38.4,14.6,255.4,22.1,9,,2019-05-20T05:34:25,2019-05-20T20:10:57,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-21,21.7,13.9,18,21.7,13.9,18,3.9,40.7,0,0,0,,0,0,51.1,32.6,316.7,1013.2,18.7,16,323.9,28,9,,2019-05-21T05:33:37,2019-05-21T20:11:51,0.54,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-22,23,12.3,18.4,23,12.3,18.4,2.7,36.6,0,0,0,,0,0,37.1,14.7,336.5,1022.3,6.4,16,312.9,27.1,10,,2019-05-22T05:32:50,2019-05-22T20:12:46,0.57,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-23,21.9,13.1,18.1,21.9,13.1,18.1,12.2,70.6,12.46,100,25,rain,0,0,40.7,19.8,207.3,1018.6,53.2,14.5,154.7,13.4,7,,2019-05-23T05:32:06,2019-05-23T20:13:39,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D9152,72502594741,72505394728,KTEB,C9476,KLGA,KNYC,F1417,72503014732"
10025,2019-05-24,22.9,17.3,20.4,22.9,17.3,20.4,11.7,59,0,0,0,,0,0,53.6,36.4,308.4,1012.9,21.5,15.7,299.3,25.8,9,,2019-05-24T05:31:23,2019-05-24T20:14:31,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-25,21.2,13,17.1,21.2,13,17.1,9.4,61.4,0,0,0,,0,0,42,25.2,165.2,1021.4,30.1,16,286.1,24.9,9,,2019-05-25T05:30:42,2019-05-25T20:15:23,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-26,30.2,15.9,22,29.6,15.9,22,15.5,69.5,4.86,100,8.33,rain,0,0,31.7,21.5,259.3,1013.2,45.3,15.1,264.1,22.8,10,,2019-05-26T05:30:04,2019-05-26T20:16:14,0.75,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-27,26.5,18,22.6,26.5,18,22.6,11.1,49.8,0,0,0,,0,0,29.5,19,355,1012.6,6.5,15.9,312,26.9,10,,2019-05-27T05:29:26,2019-05-27T20:17:04,0.79,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-28,21.6,17.3,19.3,21.6,17.3,19.3,14.4,74.4,4.14,100,20.83,rain,0,0,40.7,22.2,101.3,1009.5,50.6,14.4,99.9,8.6,4,,2019-05-28T05:28:51,2019-05-28T20:17:53,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-29,20.5,13.5,17.4,20.5,13.5,17.4,14.7,84.8,19.35,100,20.83,rain,0,0,25.9,16.3,58.9,1006.5,74.1,12.1,125.6,10.8,5,,2019-05-29T05:28:18,2019-05-29T20:18:41,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2019-05-30,20.5,13.8,16.2,20.5,13.8,16.2,14.5,90.1,27.74,100,20.83,rain,0,0,,13.6,127.2,1007.7,93.4,7.2,151.4,12.9,7,,2019-05-30T05:27:47,2019-05-30T20:19:27,0.92,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,D8219,72503014732"
10025,2019-05-31,25.9,17.3,21.7,25.9,17.3,21.7,15.1,69.5,1.92,100,4.17,rain,0,0,27.7,16.6,283.6,1007.1,25.1,12.8,281.2,24.3,9,,2019-05-31T05:27:17,2019-05-31T20:20:13,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
